title,location,location_status,status,year,area,bathrooms,bedrooms,heating_type,energy_class,price
Magnífico ático dúplex ,Anoia - Igualada  Capellades- Torres de Claramunt- Llacuna ,Muybien,Bien,1994,170m²,2,5,Gas,E,175.000EUR
Acogedor piso de obra nueva en La Sagrera ,Sagrera ,Excelente,Excelente,2023,65m²,1,2,BombadecalorPellets,B,315.000EUR
Ático esquinero de obra nueva a La Sagrera ,Sagrera ,Excelente,Excelente,2023,88m²,2,3,BombadecalorPellets,B,440.000EUR
Luminoso piso de obra nueva a La Sagrera ,Sagrera ,Excelente,Excelente,2023,95m²,2,3,BombadecalorPellets,B,471.000EUR
Planta baja dúplex con terraza en La Sagrera ,Sagrera ,Excelente,Excelente,2023,92m²,2,2,BombadecalorPellets,B,395.000EUR
Planta baja dúplex en La Sagrera ,Sagrera ,Excelente,Excelente,2023,74m²,2,1,BombadecalorPellets,B,278.000EUR
Fantàstico piso muy luminoso en zona Francesc Macià ,Sant Gervasi  Turo Parc ,Muybien,Necesitarestauración,1967,265m²,3,5,CentralCalefaccióncentralizada,,1.390.000EUR
Espectacular piso con jardín en el Guinardó ,Horta Guinardó ,Bien,Excelente,1960,198m²,3,4,Gas,E,595.000EUR
Elegante piso en finca señorial de Consell de Cent ,Eixample  Eixample Dreta ,Excelente,Excelente,1890,205m²,3,3,Gas,,1.590.000EUR
Precioso piso en finca regia con parking opcional ,Sant Gervasi  Putget ,Muybien,Muybien,1930,215m²,4,5,BombadecalorGas,E,850.000EUR
Piso a estrenar en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Excelente,1970,114m²,2,2,Gas,E,880.000EUR
Impecable piso reformado en última planta ,Ciutat Vella  Gòtic ,Muybien,Excelente,1847,109m²,2,2,CorrienteEléctrica,E,399.000EUR
Piso alto y luminoso en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Bien,1996,72m²,1,1,Bombadecalor,E,575.000EUR
Piso en Peramàs  Mataró ,Maresme  Mataró ,Muybien,Regular,1981,91m²,2,4,Gas,E,225.000EUR
Luminoso piso con vistas a Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Bien,1996,62m²,1,1,Bombadecalor,E,630.000EUR
Excelente oportunidad en finca clásica ,Ciutat Vella  Gòtic ,Excelente,,1928,218m²,2,4,Gas,E,695.000EUR
Piso con gran balcón en Les Corts ,Les Corts  Les corts ,Muybien,Bien,1977,90m²,2,4,,E,550.000EUR
Ático con terraza y vistas al mar en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Muybien,1974,200m²,3,4,Gas,G,1.695.000EUR
Piso reformado en Sant Gervasi Bonanova ,Sant Gervasi  Bonanova ,,,1957,153m²,2,3,Bombadecalor,B,780.000EUR
Acogedor piso en Sant Gervasi Bonanova ,Sant Gervasi  Bonanova ,,,,84m²,2,1,,B,420.000EUR
Encantador piso con vistas a la Pedrera en Eixample ,Eixample  Eixample Dreta ,Excelente,Muybien,1897,183m²,2,4,CorrienteEléctrica,D,1.250.000EUR
Piso con luz natural en venta en Poblenou ,SANT MARTIN  El Poblenou ,Muybien,Muybien,2002,125m²,3,4,Gas,G,598.000EUR
Ätico con vistas espectaculares en Gràcia ,Gracia  Gracia Nova ,Excelente,Excelente,1976,220m²,3,3,Gas,E,1.200.000EUR
Piso reformado en Sagrada Família ,Eixample  Sagrada Familia ,Muybien,Muybien,1930,39m²,1,2,,A,185.000EUR
Moderno y reformado dúplex en Hostafrancs ,Sants - Montjuïc  Hostafrancs ,Muybien,Muybien,1970,100m²,3,3,,E,248.000EUR
Coqueto piso con ascensor en Plaza Cataluña ,Ciutat Vella  Gòtic ,Excelente,Muybien,1800,75m²,1,2,Gas,E,345.000EUR
Bonito piso con elementos originales en Gòtic ,Ciutat Vella  Gòtic ,Muybien,Muybien,1900,90m²,2,2,Gas,D,380.000EUR
Magnífico piso a reformar en Francesc Macià ,Les Corts  Les corts ,Excelente,Necesitarestauración,1956,193m²,2,4,Gas,E,825.000EUR
Piso para reformar cerca de Sant Antoni ,Ciutat Vella  raval ,Excelente,Bien,,125m²,1,4,,E,325.000EUR
Sótano con patio a reformar en el Carmel ,Horta Guinardó  Carmel ,Bien,Necesitarestauración,1970,58m²,1,1,,D,75.000EUR
Piso alto y amplio en Gran Via/Urgell ,Eixample  Eixample Esquerra ,Excelente,Bien,1977,135m²,2,3,Gas,E,580.000EUR
Fantástico apartamento en la Illa de la Llum ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2006,125m²,2,3,Bombadecalor,C,1.550.000EUR
Increíble piso ideal inversor en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1924,424m²,2,8,Gas,E,1.850.000EUR
Magnífico piso para entrar a vivir en Turó Parc ,Sant Gervasi  Turo Parc ,Excelente,Excelente,1968,448m²,7,5,Gas,D,4.950.000EUR
Piso reformado en la Nova Esquerra de l’Eixample ,Eixample  Nova Esquerra de l'Eixample ,Muybien,Renovado,1900,52m²,1,2,CorrienteEléctrica,E,297.000EUR
Gran planta baja con piscina comunitaria ,Sant Just - Esplugues  Sant Joan Despí ,Excelente,Muybien,2002,156m²,3,4,Bombadecalor,F,689.000EUR
Fantástico apartamento en la Illa de la Llum ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2005,86m²,2,2,Bombadecalor,D,765.000EUR
Piso familiar con terraza en Font d'en Fargues ,Horta Guinardó  Font d'en Fargas ,,Bien,1970,126m²,2,4,Gas,E,635.000EUR
Piso alto con piscina en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,200m²,3,4,,E,1.256.000EUR
Amplio piso en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,215m²,3,4,,E,1.200.000EUR
Amplio piso en Via Augusta con 3 parkings ,Sant Gervasi  Galvany ,Muybien,Bien,1975,215m²,3,4,,E,1.372.000EUR
Piso alto en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,200m²,3,4,,E,1.314.000EUR
Piso amplio y alto en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,200m²,3,4,,E,1.135.000EUR
Gran piso en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,200m²,3,4,,E,1.214.000EUR
Espectacular piso en zona alta de Barcelona ,Sant Gervasi  Galvany ,Muybien,Muybien,1975,200m²,3,4,,E,1.282.000EUR
Piso a reformar en Passeig de Gràcia  en el Quadrat d'Or de Barcelona ,Eixample  Eixample Dreta ,Excelente,,1979,210m²,2,4,,C,1.550.000EUR
Dúplex de 4 habitaciones en Nou Barris ,Nou Barris ,,,,120m²,2,4,,E,220.000EUR
Piso todo exterior para la venta en PobleSec. ,Sants - Montjuïc  Poble Sec ,Excelente,Excelente,1936,96m²,2,3,Bombadecalor,,500.000EUR
Luminoso apartamento en pasaje privado ,Ciutat Vella  raval ,Bien,Muybien,1825,59m²,1,3,Bombadecalor,E,245.000EUR
Piso de diseño en la mejor zona del Born ,Ciutat Vella  Born-Ribera ,Excelente,Necesitarestauración,1890,120m²,2,2,,D,549.000EUR
Espectacular piso en Sant Andreu ,Sant Andreu ,,,1992,132m²,2,3,,E,364.000EUR
Magnífico piso en Sarrià con parking ,Sarria  Sta. Amelia ,Excelente,Bien,1960,158m²,3,5,Gas,,850.000EUR
Espectacular piso de diseño en el Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,1900,138m²,3,3,,D,698.000EUR
Piso en Ciutat Vella junto a Rambla del Raval ,Ciutat Vella  raval ,Muybien,Muybien,1900,46m²,1,1,,E,175.000EUR
Piso inmejorable en buena zona de Mataró ,Maresme  Mataró ,Muybien,Excelente,1998,107m²,2,3,Gas,E,355.000EUR
Acogedor piso todo exterior con balcón ,Hospitalet  Bellvitge ,,Bien,1974,75m²,1,3,Gas,,220.000EUR
Encantador piso todo exterior con balcon ,Hospitalet  Bellvitge ,Bien,Bien,1972,75m²,1,3,Gas,,220.000EUR
Espectacular piso exclusivo en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,170m²,4,4,Central,G,2.250.000EUR
Espectacular piso reformado cerca de Rambla Catalunya ,Eixample  Eixample Esquerra ,Excelente,Excelente,1900,150m²,3,3,Gas,E,1.150.000EUR
Loft-taller en el Raval ,Ciutat Vella  raval ,,Excelente,,125m²,2,2,Pellets,C,481.000EUR
Loft de diseño en el Raval ,Ciutat Vella  raval ,,Excelente,,59m²,1,1,Pellets,C,309.000EUR
Apartamento con altillo y terraza en el Raval ,Ciutat Vella  raval ,,Excelente,,76m²,1,1,Pellets,C,448.000EUR
Loft de diseño con solárium en el Raval ,Ciutat Vella  raval ,,Excelente,,93m²,1,1,Pellets,C,575.000EUR
Loft de diseño con solárium en el Raval ,Ciutat Vella  raval ,,Excelente,,78m²,1,1,Pellets,C,557.000EUR
Loft de diseño con solárium en el Raval ,Ciutat Vella  raval ,,Excelente,,98m²,1,1,Pellets,C,592.000EUR
Bonita planta baja con patio en Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1701,84m²,2,2,Bombadecalor,E,465.000EUR
Planta baja muy luminosa Malgrat de Mar ,Maresme  Malgrat de Mar ,Muybien,Muybien,2006,80m²,1,3,Gas,E,169.000EUR
Piso con vistas al mar St Vicenç de Montalt ,Maresme  Sant Vicenc de Montalt ,,Necesitarenovaciones,,75m²,2,3,Gas,,260.000EUR
Piso de lujo  exclusivo y parking en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,2007,45m²,1,1,Bombadecalor,E,220.000EUR
Piso céntrico con las vistas maravillosas ,Maresme  Sant Cebrià de Vallalta ,,,1975,105m²,1,3,Gasoil,,239.000EUR
Piso para entrar a vivir en Calella ,Maresme  Calella ,Muybien,Excelente,1965,75m²,1,2,Bombadecalor,E,179.000EUR
Fenomenal vivienda renovada premium en Galvany ,Sant Gervasi  Galvany ,Bien,Excelente,1970,97m²,2,2,Bombadecalor,,650.000EUR
Elegante piso modernista en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Muybien,1904,388m²,2,9,Gas,D,2.490.000EUR
Piso esquinero en calle Luis Antúnez ,Gracia  Vila de Gracia ,,Bien,1945,160m²,2,4,Gas,E,745.000EUR
Piso luminoso con balcón en Torre Baró ,Nou Barris ,,,1979,72m²,1,3,,,115.000EUR
Magnífico piso en Torre Baró ,Nou Barris ,Bien,Bien,,118m²,2,5,Gas,D,269.000EUR
Fantástico piso en el Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1936,140m²,2,2,CorrienteEléctrica,E,800.000EUR
Piso alto en el Raval Norte ,Ciutat Vella  raval ,Bien,Bien,1900,60m²,2,1,,G,155.000EUR
Vivienda de tres dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,115m²,2,3,Pellets,A,1.200.000EUR
Vivienda de tres dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,115m²,2,3,Pellets,A,1.150.000EUR
Vivienda de tres dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,118m²,2,3,Pellets,A,1.200.000EUR
Ático reformado en preciosa zona de la Sagrada Família ,Eixample  Sagrada Familia ,,Muybien,1998,61m²,1,1,Solar,E,305.000EUR
Piso alto a estrenar con vistas ,Ciutat Vella  raval ,Excelente,Excelente,1965,83m²,2,3,Gas,D,395.000EUR
Ático Dúplex con terraza en Eixample Dreta ,Eixample  Eixample Dreta ,,,,187m²,4,3,Pellets,A,1.975.000EUR
Vivienda de cuatro dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,91m²,2,4,Pellets,A,2.500.000EUR
Vivienda de dos dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,91m²,2,2,Pellets,A,950.000EUR
Vivienda de dos dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,91m²,2,2,Pellets,A,940.000EUR
Vivienda de dos dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,91m²,2,2,Pellets,A,930.000EUR
Vivienda de dos dormitorios en Eixample Dreta ,Eixample  Eixample Dreta ,,,,91m²,2,2,Pellets,A,895.000EUR
Piso céntrico y luminoso a 10 min de la playa ,Maresme  Premià de Mar ,Bien,Muybien,1966,72m²,1,3,Bombadecalor,,157.000EUR
Fantástico piso de obra nueva en zona alta ,Pedralbes  Pedralbes ,,,2017,152m²,3,3,,A,1.183.500EUR
Piso muy luminoso en Eixample Esquerra Alta ,Eixample  Eixample Esquerra ,Excelente,Muybien,1960,131m²,2,4,Bombadecalor,E,650.000EUR
Piso reformado en frente de la parada Encants ,Eixample  Sagrada Familia ,,Excelente,1957,83m²,1,3,,E,350.000EUR
Piso de obra nueva cerca de CC Gran Vía 2 ,Hospitalet  Gran Via ,Excelente,Excelente,2021,64m²,2,1,Bombadecalor,C,239.000EUR
Piso de obra nueva cerca de CC Gran Vía 2 ,Hospitalet  Gran Via ,Excelente,Excelente,2021,74m²,1,1,Bombadecalor,C,255.000EUR
Piso de obra nueva con gran terraza en Gran Via 2 ,Hospitalet  Gran Via ,Excelente,Excelente,2021,100m²,2,3,Bombadecalor,C,410.000EUR
Luminoso Loft en Pasaje privado ,Ciutat Vella  raval ,Muybien,Muybien,1825,50m²,1,1,,F,179.000EUR
Luminoso Loft en Pasaje privado ,Ciutat Vella  raval ,Muybien,Muybien,1825,46m²,1,1,,E,169.000EUR
Piso de obra nueva en Gran Via 2 ,Hospitalet  Gran Via ,Excelente,Excelente,2021,89m²,2,2,Bombadecalor,C,360.000EUR
Lujoso piso en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1936,125m²,2,3,,F,1.197.000EUR
Piso alto y reformado en finca regia de Eixample ,Eixample  Eixample Esquerra ,Excelente,Muybien,1936,128m²,2,3,BombadecalorGas,E,655.000EUR
Acogedor piso cerca de Francesc Macià ,Eixample  Eixample Esquerra ,,Bien,1936,88m²,2,3,,E,475.000EUR
Amplio piso esquinero con piscina comunitaria ,Sant Feliu De LLobregat ,Excelente,Muybien,2015,121m²,2,4,Bombadecalor,B,525.000EUR
Gran oportunidad de negocio  Mataró ,Maresme  Mataró ,Excelente,Muybien,2000,590m²,1,3,Bombadecalor,D,522.900EUR
Precioso piso reformado de diseño en Gótico ,Ciutat Vella  Gòtic ,Muybien,Excelente,,50m²,1,1,,E,325.000EUR
Acogedor lloft en la Vall d'Hebron ,Horta Guinardó  Teixonera ,Excelente,Excelente,2016,53m²,1,1,Central,,300.000EUR
Extraordinario piso en Passeig Sant Joan con parking cercano incluido ,Eixample  Eixample Dreta ,Excelente,Muybien,1880,161m²,2,4,Gas,E,1.050.000EUR
Estupendo piso con grande terraza ,Hospitalet  Gran Via ,Excelente,Excelente,2021,81m²,1,2,Pellets,,390.000EUR
Piso de obra nueva con terraza espectacular ,Hospitalet  Gran Via ,Excelente,Excelente,2021,133m²,1,2,Sueloradiante,,507.000EUR
Piso en Finca Regia en Eixample ,Eixample  Sagrada Familia ,Muybien,Muybien,1936,62m²,1,2,,E,299.000EUR
Magnífico piso con terraza en Tres Torres ,Sant Gervasi  Tres Torres ,Excelente,Muybien,1977,253m²,5,5,Gas,E,1.590.000EUR
Espectacular piso con terraza en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,161m²,2,3,Bombadecalor,D,1.550.000EUR
Maravilloso piso con terraza en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,163m²,2,3,Bombadecalor,D,1.600.000EUR
Magnifico piso a estrenar ,Les Corts  Les corts ,Excelente,Excelente,1981,65m²,1,2,CorrienteEléctrica,F,379.000EUR
Precioso dúplex con terraza en Gràcia ,Gracia  Vila de Gracia ,Excelente,Excelente,1909,136m²,2,3,CorrienteEléctricaBombadecalor,E,440.000EUR
Piso grande y elegante en Eixample Dreta ,Eixample  Eixample Dreta ,Excelente,Excelente,1926,190m²,3,3,Bombadecalor,E,1.350.000EUR
Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,775.000EUR
Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,765.000EUR
Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,754.000EUR
Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,732.000EUR
Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,786.000EUR
Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,711.000EUR
Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,683.000EUR
Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,699.000EUR
Luminoso piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2004,88m²,2,2,,D,919.000EUR
Luminoso piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2004,88m²,2,2,,D,780.000EUR
Magnífico piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2004,88m²,2,2,,D,799.000EUR
Magnífico piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2004,88m²,2,2,,D,762.000EUR
Planata baja con jardín en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,94m²,2,3,Calefaccióncentralizada,E,679.000EUR
Planta baja con jardín en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,94m²,2,3,Calefaccióncentralizada,E,642.500EUR
Amplio piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,101m²,2,3,Calefaccióncentralizada,D,750.000EUR
Amplio piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,92m²,2,3,Calefaccióncentralizada,E,826.000EUR
Magnífico apartamento en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,77m²,1,2,CorrienteEléctrica,E,679.050EUR
Fabuloso piso a reformar en Diagonal Balmes ,Sant Gervasi  Galvany ,Excelente,Necesitarenovaciones,1940,210m²,4,5,Gas,C,1.050.000EUR
Piso con vistas al mar en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,109m²,2,3,Calefaccióncentralizada,E,818.000EUR
Magnífico apartamento en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,85m²,2,2,CorrienteEléctrica,E,661.050EUR
Amplio piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,109m²,2,3,CorrienteEléctrica,E,801.000EUR
Magnífico piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,101m²,2,3,CorrienteEléctrica,E,741.500EUR
Magnífico piso en Diagonal mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,101m²,2,3,CorrienteEléctrica,E,661.000EUR
Piso reformado de 3dormitorios en finca regia ,Ciutat Vella  Gòtic ,,Excelente,1864,100m²,2,3,Bombadecalor,E,580.000EUR
Apartamento con vistas en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,71m²,1,2,CorrienteEléctrica,E,603.000EUR
Apartamento muy luminoso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,71m²,1,2,,E,615.150EUR
Apartamento con vistas en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,87m²,1,2,CorrienteEléctrica,E,569.000EUR
Apartamento con vistas en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,87m²,1,2,,E,560.000EUR
Amplio piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,92m²,2,3,Calefaccióncentralizada,E,612.000EUR
Apartamento con vistas en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,87m²,1,2,,E,552.000EUR
Luminoso apartamento en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,80m²,1,1,,E,457.650EUR
Muy buen piso para entrar a vivir en Balmes Galvany ,Sant Gervasi  Galvany ,Muybien,Bien,1969,110m²,2,3,Gas,E,608.000EUR
Lujoso apartamento en primera línea del mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2006,120m²,2,3,Bombadecalor,D,1.695.000EUR
Piso para entrar a vivir en Finca Regia Galvany ,Sant Gervasi  Galvany ,Muybien,,1925,179m²,3,4,Gas,E,995.000EUR
Práctico piso en Baix Guinardó ,Horta Guinardó  Baix Guinardó ,Muybien,Muybien,1952,60m²,1,2,Gas,,270.000EUR
Interesante inversión en Born ,Ciutat Vella  Born-Ribera ,Muybien,Bien,1900,85m²,1,2,,D,340.000EUR
Fantástico piso a estrenar en Sants ,Sants - Montjuïc  SantS ,Excelente,Excelente,1979,84m²,2,3,,E,395.000EUR
Estupendo piso a estrenar en Can Mantega ,Sants - Montjuïc  SantS ,Excelente,Excelente,1922,74m²,1,2,CorrienteEléctrica,F,319.000EUR
Magnifico piso con piscina en Sarrià ,Sarria  Sta. Amelia ,Excelente,Bien,1975,140m²,2,2,Gas,,1.095.000EUR
Bonito piso reformado en Raval Norte ,Ciutat Vella  raval ,Muybien,Muybien,1900,62m²,1,2,Gas,E,235.000EUR
Cómodo piso en Sarriá ,Sarria  Sta. Amelia ,Excelente,Muybien,2001,84m²,1,2,Bombadecalor,E,675.000EUR
Piso amplio en Santa Eulalia ,Hospitalet  Gran Via ,,,,80m²,1,3,,E,245.000EUR
Piso reformado cerca de Mandri ,Sant Gervasi  Bonanova ,Excelente,Excelente,1975,155m²,3,5,Gas,E,925.000EUR
Fantástica vivienda familiar en Sarriá ,Sarria  Casco Antiguo ,Muybien,Bien,1974,146m²,3,4,Gas,E,905.000EUR
Ático a refornar en Eixample Esquerra ,Eixample  Eixample Esquerra ,Bien,Necesitarenovaciones,1955,158m²,3,4,,E,670.000EUR
Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,106m²,2,2,BombadecalorCircuito,A,955.000EUR
Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,102m²,2,2,BombadecalorCircuito,A,920.000EUR
Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,129m²,2,2,BombadecalorCircuito,A,1.200.000EUR
Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,129m²,2,2,BombadecalorCircuito,A,1.140.000EUR
Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,118m²,2,2,BombadecalorCircuito,A,1.045.000EUR
Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,165m²,2,3,BombadecalorCircuito,A,2.315.000EUR
Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,140m²,2,3,BombadecalorCircuito,A,1.355.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.916.400EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.911.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.886.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.888.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,168m²,3,4,CorrienteEléctricaCircuito,A,1.819.500EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.844.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,192m²,3,5,CorrienteEléctricaCircuito,A,2.277.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,135m²,2,3,CorrienteEléctricaCircuito,A,1.323.680EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,129m²,2,3,CorrienteEléctricaCircuito,A,1.326.500EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,129m²,2,3,CorrienteEléctricaCircuito,A,1.355.500EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,132m²,2,3,CorrienteEléctricaCircuito,A,1.404.500EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,132m²,2,3,CorrienteEléctricaCircuito,A,1.299.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,129m²,2,3,CorrienteEléctricaCircuito,A,1.396.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,129m²,2,3,CorrienteEléctricaCircuito,A,1.274.400EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,132m²,2,3,CorrienteEléctricaCircuito,A,1.462.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,217m²,2,5,CorrienteEléctricaCircuito,A,2.481.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,158m²,3,3,CorrienteEléctricaCircuito,A,1.343.600EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,158m²,3,3,CorrienteEléctricaCircuito,A,1.467.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,158m²,3,3,CorrienteEléctricaCircuito,A,1.410.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,158m²,3,3,CorrienteEléctricaCircuito,A,1.378.000EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,161m²,3,3,CorrienteEléctricaCircuito,A,1.344.240EUR
Planta baja de obra nueva y jardín en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,224m²,3,5,CorrienteEléctricaCircuito,A,2.296.500EUR
Ático con gran terraza de obra nueva en Sarriá ,Sarria  Sarria ,Excelente,Excelente,2021,190m²,4,5,CorrienteEléctricaCircuito,A,2.315.500EUR
